script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-1132,False,False,false,TRUE!,6,Scripture allusion.,Standard content.,
SC-1133,False,False,false,TRUE!,6,Scripture allusion.,Standard content.,
SC-1134,False,False,false,TRUE!,6,Scripture allusion.,Standard content.,
SC-1135,False,False,false,TRUE!,6,Scripture allusion.,Standard content.,
SC-1136,False,False,false,false,6,Scripture allusion.,Standard content.,
SC-1137,False,False,false,false,6,Scripture allusion.,Standard content.,
SC-1138,False,False,false,false,6,Scripture allusion.,Standard content.,
SC-1139,False,False,false,false,6,Scripture allusion.,Standard content.,
SC-1140,False,False,false,false,6,Scripture allusion.,Standard content.,
SC-1141,False,False,false,,6,Scripture allusion.,Standard content.,
SC-1142,False,False,false,,6,Scripture allusion.,Standard content.,
SC-1143,False,False,false,,6,Scripture allusion.,Standard content.,
SC-1144,False,False,false,,6,Scripture allusion.,Standard content.,
SC-1145,False,False,false,,6,Scripture allusion.,Standard content.,
SC-1146,False,False,,true,6,Scripture allusion.,Standard content.,
SC-1147,False,False,,true,6,Scripture allusion.,Standard content.,
SC-1148,False,False,,true,6,Scripture allusion.,Standard content.,
SC-1149,False,False,,true,6,Scripture allusion.,Standard content.,
SC-1150,False,False,,true,6,Scripture allusion.,Standard content.,
SC-1151,False,False,,yes,6,Scripture allusion.,Standard content.,
SC-1152,False,False,,yes,6,Scripture allusion.,Standard content.,
SC-1153,False,False,,yes,6,Scripture allusion.,Standard content.,
SC-1154,False,False,,yes,6,Scripture allusion.,Standard content.,
SC-1155,False,False,,yes,6,Scripture allusion.,Standard content.,
SC-1156,False,False,,1,6,Scripture allusion.,Standard content.,
SC-1157,False,False,,1,6,Scripture allusion.,Standard content.,
SC-1158,False,False,,1,6,Scripture allusion.,Standard content.,
SC-1159,False,False,,1,6,Scripture allusion.,Standard content.,
SC-1160,False,False,,1,6,Scripture allusion.,Standard content.,
SC-1161,False,False,,Y,6,Scripture allusion.,Standard content.,
SC-1162,False,False,,Y,6,Scripture allusion.,Standard content.,
SC-1163,False,False,,Y,6,Scripture allusion.,Standard content.,
SC-1164,False,False,,Y,6,Scripture allusion.,Standard content.,
SC-1165,False,False,,Y,6,Scripture allusion.,Standard content.,
SC-1166,False,False,,TRUE!,6,Scripture allusion.,Standard content.,
SC-1167,False,False,,TRUE!,6,Scripture allusion.,Standard content.,
SC-1168,False,False,,TRUE!,6,Scripture allusion.,Standard content.,
SC-1169,False,False,,TRUE!,6,Scripture allusion.,Standard content.,
SC-1170,False,False,,TRUE!,6,Scripture allusion.,Standard content.,
SC-1171,False,False,,false,6,Scripture allusion.,Standard content.,
SC-1172,False,False,,false,6,Scripture allusion.,Standard content.,
SC-1173,False,False,,false,6,Scripture allusion.,Standard content.,
SC-1174,False,False,,false,6,Scripture allusion.,Standard content.,
SC-1175,False,False,,false,6,Scripture allusion.,Standard content.,
SC-1176,False,False,,,6,Scripture allusion.,Standard content.,
SC-1177,False,False,,,6,Scripture allusion.,Standard content.,
SC-1178,False,False,,,6,Scripture allusion.,Standard content.,
SC-1179,False,False,,,6,Scripture allusion.,Standard content.,
SC-1180,False,False,,,6,Scripture allusion.,Standard content.,
SC-1181,False,False,False,False,6,Standard content.,Standard content.,
SC-1182,False,False,False,False,6,Standard content.,Standard content.,
SC-1183,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1184,False,False,False,False,6,Standard content.,Standard content.,
SC-1185,False,False,True,False,6,Standard content.,Standard content.,
SC-1186,False,False,False,False,6,Standard content.,Standard content.,
SC-1187,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1188,False,False,False,False,6,Standard content.,Standard content.,
SC-1189,False,False,True,False,6,Standard content.,Standard content.,
SC-1190,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1191,False,False,False,False,6,Standard content.,Standard content.,
SC-1192,False,False,True,False,6,Standard content.,Standard content.,
SC-1193,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1194,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1195,False,False,True,False,9,Standard content.,Standard content.,
SC-1196,False,False,False,False,6,Standard content.,Standard content.,
SC-1197,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1198,False,False,False,False,9,Standard content.,Standard content.,
SC-1199,False,False,True,False,6,Standard content.,Standard content.,
SC-1200,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1201,False,False,False,False,9,Standard content.,Standard content.,
SC-1202,False,False,True,False,6,Standard content.,Standard content.,
SC-1203,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1204,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1205,False,False,True,False,9,Standard content.,Standard content.,
SC-1206,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1207,False,False,False,False,9,Standard content.,Standard content.,
SC-1208,False,False,True,False,6,Standard content.,Standard content.,
SC-1209,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1210,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1211,False,False,True,False,9,Standard content.,Standard content.,
SC-1212,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1213,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1214,False,False,True,False,9,Standard content.,Standard content.,
SC-1215,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1216,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1217,False,False,False,False,6,Standard content.,That's not X. It's Y.,
SC-1218,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1219,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1220,False,False,False,False,6,That's not X. It is Y.,Standard content.,
SC-1221,False,False,False,False,6,Standard content.,That's not X. It is Y.,
SC-1222,True,True,False,False,6,That's not X. It is Y.,Standard content.,
SC-1223,True,True,False,False,6,That's not X. It is Y.,Standard content.,
SC-1224,False,False,False,False,6,That is not X. It is Y.,Standard content.,
SC-1225,False,False,False,False,6,Standard content.,That is not X. It is Y.,
SC-1226,True,True,False,False,6,That is not X. It is Y.,Standard content.,
SC-1227,True,True,False,False,6,That is not X. It is Y.,Standard content.,
SC-1228,False,False,False,False,6,That is not X. It's Y.,Standard content.,
SC-1229,False,False,False,False,6,Standard content.,That is not X. It's Y.,
SC-1230,True,True,False,False,6,That is not X. It's Y.,Standard content.,
SC-1231,True,True,False,False,6,That is not X. It's Y.,Standard content.,
SC-1232,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1233,False,False,False,False,6,Standard content.,It's not X. It's Y.,
SC-1234,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1235,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1236,False,False,False,False,6,It's not X. It is Y.,Standard content.,
SC-1237,False,False,False,False,6,Standard content.,It's not X. It is Y.,
SC-1238,True,True,False,False,6,It's not X. It is Y.,Standard content.,
SC-1239,True,True,False,False,6,It's not X. It is Y.,Standard content.,
SC-1240,False,False,False,False,6,It is not X. It is Y.,Standard content.,
SC-1241,False,False,False,False,6,Standard content.,It is not X. It is Y.,
SC-1242,True,True,False,False,6,It is not X. It is Y.,Standard content.,
SC-1243,True,True,False,False,6,It is not X. It is Y.,Standard content.,
SC-1244,False,False,False,False,6,It is not X. It's Y.,Standard content.,
SC-1245,False,False,False,False,6,Standard content.,It is not X. It's Y.,
SC-1246,True,True,False,False,6,It is not X. It's Y.,Standard content.,
SC-1247,True,True,False,False,6,It is not X. It's Y.,Standard content.,
SC-1248,False,False,False,False,6,That's not X. It's a Y.,Standard content.,
SC-1249,False,False,False,False,6,Standard content.,That's not X. It's a Y.,
SC-1250,True,True,False,False,6,That's not X. It's a Y.,Standard content.,
SC-1251,True,True,False,False,6,That's not X. It's a Y.,Standard content.,
SC-1252,False,False,False,False,6,That's not X. It's the Y.,Standard content.,
SC-1253,False,False,False,False,6,Standard content.,That's not X. It's the Y.,
SC-1254,True,True,False,False,6,That's not X. It's the Y.,Standard content.,
SC-1255,True,True,False,False,6,That's not X. It's the Y.,Standard content.,
SC-1256,False,False,False,False,6,It's not X. It's a Y.,Standard content.,
SC-1257,False,False,False,False,6,Standard content.,It's not X. It's a Y.,
SC-1258,True,True,False,False,6,It's not X. It's a Y.,Standard content.,
SC-1259,True,True,False,False,6,It's not X. It's a Y.,Standard content.,
SC-1260,False,False,False,False,6,It's not X. It's the Y.,Standard content.,
SC-1261,False,False,False,False,6,Standard content.,It's not X. It's the Y.,
SC-1262,True,True,False,False,6,It's not X. It's the Y.,Standard content.,
SC-1263,True,True,False,False,6,It's not X. It's the Y.,Standard content.,
SC-1264,False,False,False,False,6,That is not X. It is a Y.,Standard content.,
SC-1265,False,False,False,False,6,Standard content.,That is not X. It is a Y.,
SC-1266,True,True,False,False,6,That is not X. It is a Y.,Standard content.,
SC-1267,True,True,False,False,6,That is not X. It is a Y.,Standard content.,
SC-1268,False,False,False,False,6,That is not X. It is the Y.,Standard content.,
SC-1269,False,False,False,False,6,Standard content.,That is not X. It is the Y.,
SC-1270,True,True,False,False,6,That is not X. It is the Y.,Standard content.,
SC-1271,True,True,False,False,6,That is not X. It is the Y.,Standard content.,
SC-1272,False,False,False,False,6,It is not X. It is a Y.,Standard content.,
SC-1273,False,False,False,False,6,Standard content.,It is not X. It is a Y.,
SC-1274,True,True,False,False,6,It is not X. It is a Y.,Standard content.,
SC-1275,True,True,False,False,6,It is not X. It is a Y.,Standard content.,
SC-1276,False,False,False,False,6,It is not X. It is the Y.,Standard content.,
SC-1277,False,False,False,False,6,Standard content.,It is not X. It is the Y.,
SC-1278,True,True,False,False,6,It is not X. It is the Y.,Standard content.,
SC-1279,True,True,False,False,6,It is not X. It is the Y.,Standard content.,
SC-1280,False,False,False,False,6,That's not just X. It's Y.,Standard content.,
SC-1281,False,False,False,False,6,Standard content.,That's not just X. It's Y.,
SC-1282,True,True,False,False,6,That's not just X. It's Y.,Standard content.,
SC-1283,True,True,False,False,6,That's not just X. It's Y.,Standard content.,
SC-1284,False,False,False,False,6,That's not simply X. It's Y.,Standard content.,
SC-1285,False,False,False,False,6,Standard content.,That's not simply X. It's Y.,
SC-1286,True,True,False,False,6,That's not simply X. It's Y.,Standard content.,
SC-1287,True,True,False,False,6,That's not simply X. It's Y.,Standard content.,
SC-1288,False,False,False,False,6,That's not merely X. It's Y.,Standard content.,
SC-1289,False,False,False,False,6,Standard content.,That's not merely X. It's Y.,
SC-1290,True,True,False,False,6,That's not merely X. It's Y.,Standard content.,
SC-1291,True,True,False,False,6,That's not merely X. It's Y.,Standard content.,
SC-1292,False,False,False,False,6,It's not just X. It's Y.,Standard content.,
SC-1293,False,False,False,False,6,Standard content.,It's not just X. It's Y.,
SC-1294,True,True,False,False,6,It's not just X. It's Y.,Standard content.,
SC-1295,True,True,False,False,6,It's not just X. It's Y.,Standard content.,
SC-1296,False,False,False,False,6,It's not simply X. It's Y.,Standard content.,
SC-1297,False,False,False,False,6,Standard content.,It's not simply X. It's Y.,
SC-1298,True,True,False,False,6,It's not simply X. It's Y.,Standard content.,
SC-1299,True,True,False,False,6,It's not simply X. It's Y.,Standard content.,
SC-1300,False,False,False,False,6,It's not merely X. It's Y.,Standard content.,
SC-1301,False,False,False,False,6,Standard content.,It's not merely X. It's Y.,
SC-1302,True,True,False,False,6,It's not merely X. It's Y.,Standard content.,
SC-1303,True,True,False,False,6,It's not merely X. It's Y.,Standard content.,
SC-1304,False,False,False,False,6,That is not just X. It is Y.,Standard content.,
SC-1305,False,False,False,False,6,Standard content.,That is not just X. It is Y.,
SC-1306,True,True,False,False,6,That is not just X. It is Y.,Standard content.,
SC-1307,True,True,False,False,6,That is not just X. It is Y.,Standard content.,
SC-1308,False,False,False,False,6,That is not simply X. It is Y.,Standard content.,
SC-1309,False,False,False,False,6,Standard content.,That is not simply X. It is Y.,
SC-1310,True,True,False,False,6,That is not simply X. It is Y.,Standard content.,
SC-1311,True,True,False,False,6,That is not simply X. It is Y.,Standard content.,
SC-1312,False,False,False,False,6,It is not just X. It is Y.,Standard content.,
SC-1313,False,False,False,False,6,Standard content.,It is not just X. It is Y.,
SC-1314,True,True,False,False,6,It is not just X. It is Y.,Standard content.,
SC-1315,True,True,False,False,6,It is not just X. It is Y.,Standard content.,
SC-1316,False,False,False,False,6,It is not simply X. It is Y.,Standard content.,
SC-1317,False,False,False,False,6,Standard content.,It is not simply X. It is Y.,
SC-1318,True,True,False,False,6,It is not simply X. It is Y.,Standard content.,
SC-1319,True,True,False,False,6,It is not simply X. It is Y.,Standard content.,
